6	0	0	0	-0.070 1
7	0	0	0	-0.075 1
8	0	0	0	-0.0705 1
9	0	0	0	-0.0615 1
13	0	0	0	0.0005 1
14	0	0	0	0.0005 1
18	0	0	0	0.0005 1
21	0	0	0	0.0005 1
23	21	0	0	0 1
25	0	0	0	-0.068 1
26	0	0	0	0.0005 1
