1 1 -0.00017 -0.00067 0.00033
1 2 0.00612 0.00562 0.00662
1 3 0.01212 0.01162 0.01262
1 4 0.01562 0.01462 0.01662
1 5 0.01887 0.01837 0.01937
1 6 0.02012 0.01912 0.02112
1 7 0.02012 0.01912 0.02112
1 8 0.01937 0.01787 0.02087
1 9 0.02112 0.01987 0.02237
1 10 0.01937 0.01662 0.02212
1 11 0.02062 0.01787 0.02337
1 12 0.02162 0.01987 0.02337
1 13 0.02087 0.01812 0.02362
1 14 0.02012 0.01787 0.02237
1 15 0.02087 0.01912 0.02262
1 16 0.02087 0.01912 0.02262
1 17 0.02237 0.02112 0.02362
1 18 0.02287 0.02212 0.02362
1 19 0.02412 0.02287 0.02537
1 20 0.02462 0.02362 0.02562
1 21 0.02537 0.02437 0.02637
1 22 0.02537 0.02437 0.02637
1 23 0.02562 0.02437 0.02687
1 24 0.02512 0.02387 0.02637
1 25 0.02637 0.02537 0.02737
1 26 0.02587 0.02387 0.02787
1 27 0.02637 0.02462 0.02812
1 28 0.02687 0.02562 0.02812
1 29 0.02635 0.02558 0.02712
1 30 0.02612 0.02512 0.02712
1 31 0.02687 0.02537 0.02837
1 32 0.02612 0.02437 0.02787
1 33 0.02612 0.02512 0.02712
1 34 0.02662 0.02512 0.02812
1 35 0.02687 0.02537 0.02837
1 36 0.02712 0.02612 0.02812
1 37 0.02762 0.02637 0.02887
1 38 0.02787 0.02662 0.02912
1 39 0.02837 0.02712 0.02962
1 40 0.02812 0.02662 0.02962
1 41 0.02937 0.02812 0.03062
1 42 0.02962 0.02887 0.03037
1 43 0.02962 0.02862 0.03062
1 44 0.02962 0.02787 0.03137
1 45 0.02937 0.02837 0.03037
1 46 0.02987 0.02887 0.03087
1 47 0.02962 0.02862 0.03062
1 48 0.03087 0.02887 0.03287
1 49 0.03087 0.02962 0.03212
1 50 0.03037 0.02937 0.03137
1 51 0.03087 0.02937 0.03237
1 52 0.03037 0.02937 0.03137
1 53 0.03112 0.03012 0.03212
1 54 0.03162 0.03087 0.03237
1 55 0.03162 0.02937 0.03387
1 56 0.03162 0.03012 0.03312
1 57 0.03212 0.03087 0.03337
1 58 0.03237 0.03087 0.03387
1 59 0.03212 0.03037 0.03387
1 60 0.03187 0.03012 0.03362
2 1 0.01229 0.01179 0.01279
2 2 0.00654 0.00604 0.00704
2 3 -0.00006 -0.00056 0.00044
2 5 0.01354 0.01304 0.01404
2 6 0.01654 0.01604 0.01704
2 7 0.01879 0.01829 0.01929
2 8 0.02029 0.01979 0.02079
2 9 0.02029 0.01804 0.02254
2 10 0.02079 0.01904 0.02254
2 11 0.02179 0.01979 0.02379
2 12 0.02079 0.01779 0.02379
2 13 0.02054 0.01854 0.02254
2 14 0.02254 0.02079 0.02429
2 15 0.02129 0.01929 0.02329
2 16 0.02129 0.01879 0.02379
2 17 0.02129 0.01929 0.02329
2 18 0.02179 0.01979 0.02379
2 19 0.02279 0.02129 0.02429
2 20 0.02279 0.02079 0.02479
2 21 0.02429 0.02279 0.02579
2 22 0.02479 0.02379 0.02579
2 23 0.02479 0.02404 0.02554
2 24 0.02629 0.02529 0.02729
2 25 0.02554 0.02404 0.02704
2 26 0.02604 0.02504 0.02704
2 27 0.02604 0.02479 0.02729
2 28 0.02654 0.02529 0.02779
2 29 0.02679 0.02554 0.02804
2 30 0.02704 0.02604 0.02804
2 31 0.02704 0.02604 0.02804
2 32 0.02679 0.02579 0.02779
2 33 0.02704 0.02579 0.02829
2 34 0.02704 0.02604 0.02804
2 35 0.02604 0.02454 0.02754
2 36 0.02704 0.02554 0.02854
2 37 0.02729 0.02579 0.02879
2 38 0.02729 0.02604 0.02854
2 39 0.02729 0.02579 0.02879
2 40 0.02729 0.02579 0.02879
2 41 0.02754 0.02629 0.02879
2 42 0.02754 0.02629 0.02879
2 43 0.02779 0.02679 0.02879
2 44 0.02854 0.02704 0.03004
2 45 0.02879 0.02829 0.02929
2 46 0.02904 0.02729 0.03079
2 47 0.02904 0.02804 0.03004
2 48 0.02904 0.02704 0.03104
2 49 0.02929 0.02829 0.03029
2 50 0.02954 0.02804 0.03104
2 51 0.03029 0.02904 0.03154
2 52 0.03004 0.02929 0.03079
2 53 0.03029 0.02929 0.03129
2 54 0.03029 0.02879 0.03179
2 55 0.03054 0.02854 0.03254
2 56 0.03104 0.02954 0.03254
2 57 0.03104 0.02954 0.03254
2 58 0.03154 0.02979 0.03329
2 59 0.03079 0.02929 0.03229
2 60 0.03104 0.02954 0.03254
3 1 0.01918 0.01868 0.01968
3 2 0.01643 0.01593 0.01693
3 3 0.01393 0.01343 0.01443
3 4 0.00743 0.00693 0.00793
3 5 -0.00017 -0.00067 0.00033
3 6 0.00718 0.00668 0.00768
3 7 0.01343 0.01293 0.01393
3 8 0.01718 0.01668 0.01768
3 9 0.01918 0.01868 0.01968
3 10 0.01993 0.01943 0.02043
3 11 0.02068 0.02018 0.02118
3 12 0.02043 0.01993 0.02093
3 13 0.02193 0.02068 0.02318
3 14 0.02118 0.01893 0.02343
3 15 0.02168 0.01968 0.02368
